Entidad,Municipio,Subdelegacion,Clues,Tipo,Nombre,Nivel,Situacion,Latitud,Longitud,Tipo Vialidad,Vialidad,Numero,Tipo Asentamiento,Asentamiento,CP,Direccion Completa,Nombre Completo
Aguascalientes,Aguascalientes,Aguascalientes,ASIST000016,Hospital General,Aguascalientes,Segundo Nivel,Propia,21.902,-102.3073,Avenida,Universidad Esquina San Cosme,410,Fraccionamiento,San Cayetano,20010,"Avenida Universidad Esquina San Cosme 410, Fraccionamiento San Cayetano, Aguascalientes, Aguascalientes, CP. 20010",HG Aguascalientes
Aguascalientes,Aguascalientes,Aguascalientes,ASIST000021,Clínica de Medicina Familiar,Aguascalientes,Primer Nivel,Propia,21.9013,-102.3078,Calle,San Cosme,S/N,Fraccionamiento,San Cayetano,20010,"Calle San Cosme S/N, Fraccionamiento San Cayetano, Aguascalientes, Aguascalientes, CP. 20010",CMF Aguascalientes
Aguascalientes,Calvillo,Aguascalientes,ASIST000050,Unidad de Medicina Familiar,Calvillo,Primer Nivel,Propia,21.8451,-102.7309,Calle,Galeana,S/N,Fraccionamiento,Independencia,20800,"Calle Galeana S/N, Fraccionamiento Independencia, Calvillo, Aguascalientes, CP. 20800",UMF Calvillo
Aguascalientes,Pabellón de Arteaga,Aguascalientes,ASIST000033,Unidad de Medicina Familiar,Pabellón de Arteaga,Primer Nivel,Propia,22.1409,-102.2778,Calle,Revolución,S/N,Fraccionamiento,Popular,20660,"Calle Revolución S/N, Fraccionamiento Popular, Pabellón de Arteaga, Aguascalientes, CP. 20660",UMF Pabellón de Arteaga
Aguascalientes,Rincón de Romos,Aguascalientes,ASIST000045,Unidad de Medicina Familiar,Rincón de Romos,Primer Nivel,Propia,22.2291,-102.3138,Calle,Plaza El Chaveño Delfino V. Araujo,S/N,Barrio,De Guadalupe,20400,"Calle Plaza El Chaveño Delfino V. Araujo S/N, Barrio De Guadalupe, Rincón de Romos, Aguascalientes, CP. 20400",UMF Rincón de Romos
Aguascalientes,Asientos,Aguascalientes,ASIST000074,Unidad de Medicina Familiar,Villa Juárez,Primer Nivel,Propia,22.088,-102.0736,Calle,Alameda,S/N,Colonia,La Sierra,20700,"Calle Alameda S/N, Colonia La Sierra, Asientos, Aguascalientes, CP. 20700",UMF Villa Juárez
Aguascalientes,San José de Gracia,Aguascalientes,ASIST000103,Consultorio de Atención Familiar,San José de Gracia,Primer Nivel,Convenio,22.1506,-102.4162,Calle,Juan Esteban,S/N,Colonia,Centro,20276,"Calle Juan Esteban S/N, Colonia Centro, San José de Gracia, Aguascalientes, CP. 20276",CAF San José de Gracia
Aguascalientes,Cosío,Aguascalientes,ASIST000115,Consultorio de Atención Familiar,Cosío,Primer Nivel,Convenio,22.3665,-102.3006,Calle,Guerrero,S/N,Colonia,Centro,20460,"Calle Guerrero S/N, Colonia Centro, Cosío, Aguascalientes, CP. 20460",CAF Cosío
Aguascalientes,El Llano,Aguascalientes,ASIST000120,Consultorio de Atención Familiar,Palo Alto,Primer Nivel,Convenio,21.9182,-101.9696,Calle,Constitución,S/N,Barrio,Del Salto,20330,"Calle Constitución S/N, Barrio Del Salto, El Llano, Aguascalientes, CP. 20330",CAF Palo Alto
Aguascalientes,San Francisco de los Romo,Aguascalientes,ASIST000131,Consultorio de Atención Familiar,San Francisco de los Romo,Primer Nivel,Convenio,22.0797,-102.2756,Calle,Independencia,S/N,Colonia,Centro,20300,"Calle Independencia S/N, Colonia Centro, San Francisco de los Romo, Aguascalientes, CP. 20300",CAF San Francisco de los Romo
Aguascalientes,Aguascalientes,Aguascalientes,ASIST000062,Clínica de Medicina Familiar,Ojocaliente,Primer Nivel,Propia,21.8711,-102.2454,Calle,Siglo XXI,S/N,Fraccionamiento,Solidaridad I,20196,"Calle Siglo XXI S/N, Fraccionamiento Solidaridad I, Aguascalientes, Aguascalientes, CP. 20196",CMF Ojocaliente
Baja California,Mexicali,Baja California,BCIST000040,Hospital General,"5 de Diciembre, Mexicali",Segundo Nivel,Propia,32.6435,-115.4761,Calle,Hospital,S/N,Colonia,Centro Cívico,21000,"Calle Hospital S/N, Colonia Centro Cívico, Mexicali, Baja California, CP. 21000","HG 5 de Diciembre, Mexicali"
Baja California,Mexicali,Baja California,BCIST000076,Unidad de Medicina Familiar,Los Algodones,Primer Nivel,Propia,32.6223,-115.3927,Calle,Venustiano Carranza,S/N,Ejido,Los Algodones,21970,"Calle Venustiano Carranza S/N, Ejido Los Algodones, Mexicali, Baja California, CP. 21970",UMF Los Algodones
Baja California,Mexicali,Baja California,BCIST000052,Consultorio de Atención Familiar,Estación Delta,Primer Nivel,Convenio,32.6546,-115.4286,Boulevard,Sánchez Taboada,S/N,Ejido,Estación Delta,21700,"Boulevard Sánchez Taboada S/N, Ejido Estación Delta, Mexicali, Baja California, CP. 21700",CAF Estación Delta
Baja California,Mexicali,Baja California,BCIST000064,Unidad de Medicina Familiar,San Felipe,Primer Nivel,Propia,31.0131,-114.844,Avenida,Campo Las Arenas,S/N,Puerto,San Felipe,21850,"Avenida Campo Las Arenas S/N, Puerto San Felipe, Mexicali, Baja California, CP. 21850",UMF San Felipe
Baja California,Ensenada,Baja California,BCIST000011,Clinica Hospital,Ensenada,Segundo Nivel,Propia,31.8504,-116.6078,Avenida,Sangines,S/N,Colonia,Carlos Pacheco,22830,"Avenida Sangines S/N, Colonia Carlos Pacheco, Ensenada, Baja California, CP. 22830",CH Ensenada
Baja California,Ensenada,Baja California,BCIST000023,Consultorio de Atención Familiar,Isla de Cedros,Primer Nivel,En Proceso de Regularización,28.098,-115.1907,Calle,Mutualismo ,S/N,Ejido,Isla De Cedros,22906,"Calle Mutualismo  S/N, Ejido Isla De Cedros, Ensenada, Baja California, CP. 22906",CAF Isla de Cedros
Baja California,San Quintín,Baja California,BCIST000035,Unidad de Medicina Familiar,San Quintín,Primer Nivel,Propia,30.557,-115.9385,Calle,Novena,S/N,Fraccionamiento,San Quintín,22930,"Calle Novena S/N, Fraccionamiento San Quintín, San Quintín, Baja California, CP. 22930",UMF San Quintín
Baja California,Ensenada,Baja California,BCIST000105,Consultorio de Atención Familiar,San Vicente,Primer Nivel,Subrogada,31.3291,-116.2461,Calle,Séptima,S/N,Ejido,San Vicente,22900,"Calle Séptima S/N, Ejido San Vicente, Ensenada, Baja California, CP. 22900",CAF San Vicente
Baja California,Ensenada,Baja California,BCIST000110,Consultorio de Atención Familiar,Valle de la Trinidad,Primer Nivel,Subrogada,31.3307,-115.5391,Avenida,Colon,S/N,Colonia,Centro,22797,"Avenida Colon S/N, Colonia Centro, Ensenada, Baja California, CP. 22797",CAF Valle de la Trinidad
Baja California,Ensenada,Baja California,BCIST000122,Consultorio de Atención Familiar,El Rosario,Primer Nivel,Subrogada,30.0611,-115.7241,Carretera,Transpeninsula,S/N,Ejido,Nuevo Uruapan,22960,"Carretera Transpeninsula S/N, Ejido Nuevo Uruapan, Ensenada, Baja California, CP. 22960",CAF El Rosario
Baja California,Tijuana,Baja California,BCIST000146,Clínica de Medicina Familiar,Mesa de Otay,Primer Nivel,Propia,32.5463,-116.9338,Calle,Silvestre Revueltas,S/N,Fraccionamiento,Nueva Tijuana,24435,"Calle Silvestre Revueltas S/N, Fraccionamiento Nueva Tijuana, Tijuana, Baja California, CP. 24435",CMF Mesa de Otay
Baja California,Tijuana,Baja California,BCIST000093,Hospital General,"Fray Junípero Serra, Tijuana",Segundo Nivel,Propia,32.5085,-116.9851,Avenida,Las Palmas,S/N,Fraccionamiento,Las Palmas,22440,"Avenida Las Palmas S/N, Fraccionamiento Las Palmas, Tijuana, Baja California, CP. 22440","HG Fray Junípero Serra, Tijuana"
Baja California,Tijuana,Baja California,BCIST000134,Consultorio de Atención Familiar,Rosarito,Primer Nivel,Subrogada,32.3592,-117.0636,Calle,Altamirano,S/N,Colonia,Magisterial,22710,"Calle Altamirano S/N, Colonia Magisterial, Tijuana, Baja California, CP. 22710",CAF Rosarito
Baja California,Tecate,Baja California,BCIST000081,Unidad de Medicina Familiar,Tecate,Primer Nivel,Propia,32.5695,-116.6059,Avenida,Mulege,S/N,Fraccionamiento,FOVISSSTE,21478,"Avenida Mulege S/N, Fraccionamiento FOVISSSTE, Tecate, Baja California, CP. 21478",UMF Tecate
Baja California Sur,Comondú,Baja California Sur,BSIST000014,Clinica Hospital,Cd. Constitución,Segundo Nivel,Propia,25.0341,-111.6461,Boulevard,Niños Heroes,S/N,Ciudad,Pueblo Nuevo,23670,"Boulevard Niños Heroes S/N, Ciudad Pueblo Nuevo, Comondú, Baja California Sur, CP. 23670",CH Cd. Constitución
Baja California Sur,Loreto,Baja California Sur,BSIST000113,Unidad de Medicina Familiar,Loreto,Primer Nivel,Propia,26.0084,-111.3535,Calle,Nicolás  Tamaral,S/N,Colonia,Centro,23880,"Calle Nicolás  Tamaral S/N, Colonia Centro, Loreto, Baja California Sur, CP. 23880",UMF Loreto
Baja California Sur,Comondú,Baja California Sur,BSIST000130,Consultorio de Atención Familiar,Puerto Adolfo López Mateos,Primer Nivel,Subrogada,25.1912,-112.111,Calle,Puerto López Mateos,S/N,Colonia,Centro,23710,"Calle Puerto López Mateos S/N, Colonia Centro, Comondú, Baja California Sur, CP. 23710",CAF Puerto Adolfo López Mateos
Baja California Sur,Comondú,Baja California Sur,BSIST000031,Unidad de Medicina Familiar,Puerto San Carlos,Primer Nivel,Propia,24.7853,-112.098,Calle,Puerto Adolfo López Mateos,S/N,Colonia,Centro,23740,"Calle Puerto Adolfo López Mateos S/N, Colonia Centro, Comondú, Baja California Sur, CP. 23740",UMF Puerto San Carlos
Baja California Sur,Comondú,Baja California Sur,BSIST000166,Consultorio de Atención Familiar,San Isidro,Primer Nivel,Subrogada,26.2039,-112.043,Calle,San Isidro,S/N,Colonia,Centro,23810,"Calle San Isidro S/N, Colonia Centro, Comondú, Baja California Sur, CP. 23810",CAF San Isidro
Baja California Sur,Comondú,Baja California Sur,BSIST000142,Consultorio de Atención Familiar,San José de Comondú,Primer Nivel,Subrogada,24.1362,-110.3032,Calle,San José de Comondú,S/N,Colonia,Centro,23820,"Calle San José de Comondú S/N, Colonia Centro, Comondú, Baja California Sur, CP. 23820",CAF San José de Comondú
Baja California Sur,Comondú,Baja California Sur,BSIST000026,Unidad de Medicina Familiar,Villa Insurgentes,Primer Nivel,Propia,25.2646,-111.7832,Calle,Avenida Morelos,S/N,Ciudad,Libertad,23700,"Calle Avenida Morelos S/N, Ciudad Libertad, Comondú, Baja California Sur, CP. 23700",UMF Villa Insurgentes
Baja California Sur,Comondú,Baja California Sur,BSIST000154,Consultorio de Atención Familiar,Ignacio Zaragoza,Primer Nivel,Subrogada,25.3984,-111.843,Calle,Josefa Ortíz de Domínguez,S/N,Colonia,Centro,23600,"Calle Josefa Ortíz de Domínguez S/N, Colonia Centro, Comondú, Baja California Sur, CP. 23600",CAF Ignacio Zaragoza
Baja California Sur,Mulegé,Baja California Sur,BSIST000043,Clinica Hospital,Santa Rosalía,Segundo Nivel,Propia,27.3463,-112.2742,Calle,Municipio Libre,S/N,Colonia,Magisterial,23920,"Calle Municipio Libre S/N, Colonia Magisterial, Mulegé, Baja California Sur, CP. 23920",CH Santa Rosalía
Baja California Sur,Mulegé,Baja California Sur,BSIST000171,Consultorio de Atención Familiar,Bahía Asunción,Primer Nivel,Convenio,27.1285,-114.2954,Avenida,Rosaura Zapata,S/N,Colonia,Centro,23960,"Avenida Rosaura Zapata S/N, Colonia Centro, Mulegé, Baja California Sur, CP. 23960",CAF Bahía Asunción
Baja California Sur,Mulegé,Baja California Sur,BSIST000183,Consultorio de Atención Familiar,Bahía Tortugas,Primer Nivel,Subrogada,27.6944,-114.8964,Calle,Río Jordan,S/N,Colonia,Centro,23950,"Calle Río Jordan S/N, Colonia Centro, Mulegé, Baja California Sur, CP. 23950",CAF Bahía Tortugas
Baja California Sur,Mulegé,Baja California Sur,BSIST000055,Unidad de Medicina Familiar,Guerrero Negro,Primer Nivel,Propia,27.9751,-114.0284,Calle,Sebastian Vizcaino,S/N,Colonia,FOVISSSTE,23940,"Calle Sebastian Vizcaino S/N, Colonia FOVISSSTE, Mulegé, Baja California Sur, CP. 23940",UMF Guerrero Negro
Baja California Sur,Mulegé,Baja California Sur,BSIST000195,Consultorio de Atención Familiar,Mulegé,Primer Nivel,Subrogada,26.8913,-111.9816,Calle,Fco. I Madero,S/N,Colonia,Centro,23900,"Calle Fco. I Madero S/N, Colonia Centro, Mulegé, Baja California Sur, CP. 23900",CAF Mulegé
Baja California Sur,Mulegé,Baja California Sur,BSIST000200,Consultorio de Atención Familiar,Punta Abreojos,Primer Nivel,Convenio,26.7146,-113.574,Calle,Ignacio Zaragoza,S/N,Colonia,Centro,23970,"Calle Ignacio Zaragoza S/N, Colonia Centro, Mulegé, Baja California Sur, CP. 23970",CAF Punta Abreojos
Baja California Sur,Mulegé,Baja California Sur,BSIST000212,Consultorio de Atención Familiar,San Ignacio,Primer Nivel,Rentada,27.2806,-112.8967,Calle,Benito Juárez,S/N,Colonia,Centro,23930,"Calle Benito Juárez S/N, Colonia Centro, Mulegé, Baja California Sur, CP. 23930",CAF San Ignacio
Baja California Sur,Mulegé,Baja California Sur,BSIST000060,Unidad de Medicina Familiar,Sebastián Vizcaino,Primer Nivel,Propia,27.6445,-113.3895,Calle,El Marasal,S/N,Colonia,Villa Alberto Alberto Andrpes Alvarado Aramburo,23938,"Calle El Marasal S/N, Colonia Villa Alberto Alberto Andrpes Alvarado Aramburo, Mulegé, Baja California Sur, CP. 23938",UMF Sebastián Vizcaino
Baja California Sur,La Paz,Baja California Sur,BSIST000330,Hospital General,La Paz,Segundo Nivel,Propia,24.1372,-110.3411,Calle,Mar Caribe,S/N,Colonia,El Conchalito,23090,"Calle Mar Caribe S/N, Colonia El Conchalito, La Paz, Baja California Sur, CP. 23090",HG La Paz
Baja California Sur,La Paz,Baja California Sur,BSIST000270,Consultorio de Atención Familiar,El Pescadero,Primer Nivel,Subrogada,23.3651,-110.167,Calle,La Paz,S/N,Colonia,Centro,23000,"Calle La Paz S/N, Colonia Centro, La Paz, Baja California Sur, CP. 23000",CAF El Pescadero
Baja California Sur,La Paz,Baja California Sur,BSIST000265,Consultorio de Atención Familiar,"UH. FOVISSSTE Catra, La Paz.",Primer Nivel,Convenio,24.1488,-110.3046,Calle,Bahía de Muertos,S/N,Colonia,Centro,23020,"Calle Bahía de Muertos S/N, Colonia Centro, La Paz, Baja California Sur, CP. 23020","CAF UH. FOVISSSTE Catra, La Paz."
Baja California Sur,Los Cabos,Baja California Sur,BSIST000294,Consultorio de Atención Familiar,La Ribera,Primer Nivel,Subrogada,23.5909,-109.5917,Calle, Josefina Castillo,S/N,Colonia,Centro,23570,"Calle  Josefina Castillo S/N, Colonia Centro, Los Cabos, Baja California Sur, CP. 23570",CAF La Ribera
Baja California Sur,La Paz,Baja California Sur,BSIST000241,Consultorio de Atención Familiar,Los Barriles,Primer Nivel,Subrogada,23.68,-109.6991,Calle,20 de Noviembre,S/N,Pueblo,Los Barriles,23030,"Calle 20 de Noviembre S/N, Pueblo Los Barriles, La Paz, Baja California Sur, CP. 23030",CAF Los Barriles
Baja California Sur,Los Cabos,Baja California Sur,BSIST000306,Consultorio de Atención Familiar,San Antonio,Primer Nivel,Subrogada,23.8071,-110.0578,Calle,Reforma,24,Colonia,Centro,23200,"Calle Reforma 24, Colonia Centro, Los Cabos, Baja California Sur, CP. 23200",CAF San Antonio
Baja California Sur,Los Cabos,Baja California Sur,BSIST000282,Consultorio de Atención Familiar,Miraflores,Primer Nivel,Subrogada,23.3691,-109.778,Calle,Libertad,S/N,Colonia,Centro,23520,"Calle Libertad S/N, Colonia Centro, Los Cabos, Baja California Sur, CP. 23520",CAF Miraflores
Baja California Sur,La Paz,Baja California Sur,BSIST000236,Consultorio de Atención Familiar,San Juan de los Planes,Primer Nivel,Subrogada,23.9674,-109.9347,Calle,Principal,S/N,Colonia,Centro,23230,"Calle Principal S/N, Colonia Centro, La Paz, Baja California Sur, CP. 23230",CAF San Juan de los Planes
Baja California Sur,Los Cabos,Baja California Sur,BSIST000311,Consultorio de Atención Familiar,Santiago,Primer Nivel,Subrogada,23.4755,-109.718,Calle,Guadalupe Victoria,S/N,Colonia,Centro,23500,"Calle Guadalupe Victoria S/N, Colonia Centro, Los Cabos, Baja California Sur, CP. 23500",CAF Santiago
Baja California Sur,La Paz,Baja California Sur,BSIST000084,Unidad de Medicina Familiar,Todos Santos,Primer Nivel,Propia,23.4469,-110.2251,Calle,Ignacio Zaragoza,S/N,Colonia,Centro,23300,"Calle Ignacio Zaragoza S/N, Colonia Centro, La Paz, Baja California Sur, CP. 23300",UMF Todos Santos
Baja California Sur,La Paz,Baja California Sur,BSIST000224,Consultorio de Atención Familiar,"UH. FOVISSSTE Cihuatán Costa Azul, La Paz",Primer Nivel,Convenio,24.1229,-110.3022,Calle,Colosio Esquina Damiana,S/N,Colonia,Embotelladores,23050,"Calle Colosio Esquina Damiana S/N, Colonia Embotelladores, La Paz, Baja California Sur, CP. 23050","CAF UH. FOVISSSTE Cihuatán Costa Azul, La Paz"
Baja California Sur,La Paz,Baja California Sur,BSIST000253,Consultorio de Atención Familiar,Las Pocitas,Primer Nivel,Subrogada,24.3942,-111.1054,Calle,Pricipal,S/N,Colonia,Centro,23150,"Calle Pricipal S/N, Colonia Centro, La Paz, Baja California Sur, CP. 23150",CAF Las Pocitas
Baja California Sur,Los Cabos,Baja California Sur,BSIST000101,Clinica Hospital,San José del Cabo,Segundo Nivel,Propia,23.0688,-109.709,Calle,"Carmen Presichi Y Retorno Tifon, ",S/N,Colonia,Rosarito,23407,"Calle Carmen Presichi Y Retorno Tifon,  S/N, Colonia Rosarito, Los Cabos, Baja California Sur, CP. 23407",CH San José del Cabo
Baja California Sur,La Paz,Baja California Sur,BSIST000321,Clínica de Medicina Familiar,La Paz,Primer Nivel,Propia,24.136,-110.3248,Calle,Jose María Morelos,S/N,Colonia,Las Arboledas,23020,"Calle Jose María Morelos S/N, Colonia Las Arboledas, La Paz, Baja California Sur, CP. 23020",CMF La Paz
Baja California Sur,Los Cabos,Baja California Sur,BSIST000352,Clinica Hospital,Cabo San Lucas,Segundo Nivel,Propia,22.9109,-109.9711,Avenida,Portales,S/N,Fraccionamiento,Los Portales,23473,"Avenida Portales S/N, Fraccionamiento Los Portales, Los Cabos, Baja California Sur, CP. 23473",CH Cabo San Lucas
Campeche,Campeche,Campeche,CCIST000021,Clinica Hospital,"Dr. Patricio Trueba Regil, Camp.",Segundo Nivel,Propia,19.8262,-90.5639,Calle,7,S/N,Colonia,Miramar,24030,"Calle 7 S/N, Colonia Miramar, Campeche, Campeche, CP. 24030","CH Dr. Patricio Trueba Regil, Camp."
Campeche,Calkiní,Campeche,CCIST000016,Unidad de Medicina Familiar,Calkiní,Primer Nivel,Propia,20.3746,-90.0604,Calle, Violeta ,S/N,Colonia,San Luis Obispo,24900,"Calle  Violeta  S/N, Colonia San Luis Obispo, Calkiní, Campeche, CP. 24900",UMF Calkiní
Campeche,Candelaria,Campeche,CCIST000086,Consultorio de Atención Familiar,Candelaria,Primer Nivel,Subrogada,18.1969,-91.0447,Calle,29,S/N,Colonia,San Martin Ii,24330,"Calle 29 S/N, Colonia San Martin Ii, Candelaria, Campeche, CP. 24330",CAF Candelaria
Campeche,Champotón,Campeche,CCIST000045,Unidad de Medicina Familiar,Champotón,Primer Nivel,Propia,19.342,-90.7327,Calle,Capitania de Puerto,S/N,Colonia,Carlos Sensores Pérez,24400,"Calle Capitania de Puerto S/N, Colonia Carlos Sensores Pérez, Champotón, Campeche, CP. 24400",UMF Champotón
Campeche,Escárcega,Campeche,CCIST000074,Unidad de Medicina Familiar,Escárcega,Primer Nivel,Propia,18.6037,-90.7291,Calle,28,S/N,Colonia,Centro,24350,"Calle 28 S/N, Colonia Centro, Escárcega, Campeche, CP. 24350",UMF Escárcega
Campeche,Hecelchakán,Campeche,CCIST000050,Unidad de Medicina Familiar,Hecelchakán,Primer Nivel,Propia,20.1717,-90.1402,Calle,29,S/N,Barrio,San Francisco,24800,"Calle 29 S/N, Barrio San Francisco, Hecelchakán, Campeche, CP. 24800",UMF Hecelchakán
Campeche,Hopelchén,Campeche,CCIST000062,Unidad de Medicina Familiar,Hopelchén,Primer Nivel,Propia,19.7454,-89.8476,Calle,261,S/N,Colonia,Centro Frente,24600,"Calle 261 S/N, Colonia Centro Frente, Hopelchén, Campeche, CP. 24600",UMF Hopelchén
Campeche,Seybaplaya,Campeche,CCIST000091,Consultorio de Atención Familiar,Seybaplaya,Primer Nivel,Subrogada,19.6319,-90.6836,Calle,14,S/N,Colonia,Cristo Rey,24460,"Calle 14 S/N, Colonia Cristo Rey, Seybaplaya, Campeche, CP. 24460",CAF Seybaplaya
Campeche,Tenabo,Campeche,CCIST000115,Consultorio de Atención Familiar,Tenabo,Primer Nivel,Subrogada,20.047,-90.2292,Avenida,Jacinto Canek,S/N,Localidad,Tenabo,24700,"Avenida Jacinto Canek S/N, Localidad Tenabo, Tenabo, Campeche, CP. 24700",CAF Tenabo
Campeche,Carmen,Campeche,CCIST000033,Clinica Hospital,Cd. del Carmen,Segundo Nivel,Propia,18.647,-91.8218,Privada,del ISSSTE,S/N,Colonia,Petrolera,24180,"Privada del ISSSTE S/N, Colonia Petrolera, Carmen, Campeche, CP. 24180",CH Cd. del Carmen
Campeche,Palizada,Campeche,CCIST000103,Consultorio de Atención Familiar,Palizada,Primer Nivel,Subrogada,18.256,-92.0997,Calle, Ignacio Ramírez,S/N,Colonia,La Esperanza,24200,"Calle  Ignacio Ramírez S/N, Colonia La Esperanza, Palizada, Campeche, CP. 24200",CAF Palizada
Coahuila,Monclova,Coahuila,CLIST000065,Clinica Hospital,Monclova,Segundo Nivel,Propia,26.9286,-101.4212,Calle,Roble Y Olivo,S/N,Colonia,FOVISSSTE,25734,"Calle Roble Y Olivo S/N, Colonia FOVISSSTE, Monclova, Coahuila, CP. 25734",CH Monclova
Coahuila,Castaños,Coahuila,CLIST000210,Consultorio de Atención Familiar,Castaños,Primer Nivel,Convenio,26.7863,-101.4278,Calle,General Zuazua,S/N,Colonia,Independencia,25870,"Calle General Zuazua S/N, Colonia Independencia, Castaños, Coahuila, CP. 25870",CAF Castaños
Coahuila,Cuatro Ciénegas,Coahuila,CLIST000036,Unidad de Medicina Familiar,Cuatrociénegas de Carranza,Primer Nivel,Propia,26.9846,-102.0695,Calle,Allende y Corona,S/N,Colonia,Centro,27640,"Calle Allende y Corona S/N, Colonia Centro, Cuatro Ciénegas, Coahuila, CP. 27640",UMF Cuatrociénegas de Carranza
Coahuila,Sierra Mojada,Coahuila,CLIST000321,Consultorio de Atención Familiar,La Esmeralda,Primer Nivel,Convenio,27.2883,-103.662,Calle,Hidalgo,S/N,Colonia,Centro,27610,"Calle Hidalgo S/N, Colonia Centro, Sierra Mojada, Coahuila, CP. 27610",CAF La Esmeralda
Coahuila,Ocampo,Coahuila,CLIST000251,Consultorio de Atención Familiar,Ocampo,Primer Nivel,Convenio,27.3126,-102.3967,Calle,Zaragoza,S/N,Colonia,Centro,27500,"Calle Zaragoza S/N, Colonia Centro, Ocampo, Coahuila, CP. 27500",CAF Ocampo
Coahuila,San Buenaventura,Coahuila,CLIST000304,Consultorio de Atención Familiar,San Buenaventura,Primer Nivel,Rentada,27.0609,-101.5386,Calle,Oscar Flores Tapia,S/N,Fraccionamiento,San Andres,25504,"Calle Oscar Flores Tapia S/N, Fraccionamiento San Andres, San Buenaventura, Coahuila, CP. 25504",CAF San Buenaventura
Coahuila,Piedras Negras,Coahuila,CLIST000094,Clinica Hospital,Piedras Negras,Segundo Nivel,Propia,28.6861,-100.5438,Avenida,Nava-Piedras Negras Y Mazatlán,S/N,Colonia,ISSSTE,26070,"Avenida Nava-Piedras Negras Y Mazatlán S/N, Colonia ISSSTE, Piedras Negras, Coahuila, CP. 26070",CH Piedras Negras
Coahuila,Allende,Coahuila,CLIST000024,Unidad de Medicina Familiar,Cd. Allende,Primer Nivel,Destino de Hecho,28.3397,-100.8458,Avenida,Independencia,S/N,Colonia,Centro,26230,"Avenida Independencia S/N, Colonia Centro, Allende, Coahuila, CP. 26230",UMF Cd. Allende
Coahuila,Zaragoza,Coahuila,CLIST000135,Unidad de Medicina Familiar,Zaragoza,Primer Nivel,En Proceso de Regularización,28.4917,-100.9201,Calle,Hermenegildo Galeana,S/N,Colonia,Centro,26450,"Calle Hermenegildo Galeana S/N, Colonia Centro, Zaragoza, Coahuila, CP. 26450",UMF Zaragoza
Coahuila,Acuña,Coahuila,CLIST000012,Clínica de Medicina Familiar,Cd. Acuña,Primer Nivel,Propia,29.3112,-100.9302,Calle,Díaz Guerra,S/N,Colonia,Centro,26260,"Calle Díaz Guerra S/N, Colonia Centro, Acuña, Coahuila, CP. 26260",CMF Cd. Acuña
Coahuila,San Juan de Sabinas,Coahuila,CLIST000193,Clinica Hospital,"Dr. Francisco Z Cruz, Nueva Rosita",Segundo Nivel,Propia,27.9298,-101.2124,Calle,20 de Noviembre,S/N,Colonia,Zaragoza,26850,"Calle 20 de Noviembre S/N, Colonia Zaragoza, San Juan de Sabinas, Coahuila, CP. 26850","CH Dr. Francisco Z Cruz, Nueva Rosita"
Coahuila,Múzquiz,Coahuila,CLIST000070,Unidad de Medicina Familiar,Cd. Melchor Muzquiz,Primer Nivel,Propia,27.8783,-101.5276,Calle,Heroico Colegio Militar,S/N,Barrio,La Ford,26344,"Calle Heroico Colegio Militar S/N, Barrio La Ford, Múzquiz, Coahuila, CP. 26344",UMF Cd. Melchor Muzquiz
Coahuila,Sabinas,Coahuila,CLIST000181,Clinica Hospital,"Dra. Esperanza Flores Alvarado, Cd. Sabinas",Segundo Nivel,Propia,27.8564,-101.1228,Calle,Ignacio Manuel Altamirano,S/N,Colonia,Profesor Federico Berrueto Ramon,26759,"Calle Ignacio Manuel Altamirano S/N, Colonia Profesor Federico Berrueto Ramon, Sabinas, Coahuila, CP. 26759","CH Dra. Esperanza Flores Alvarado, Cd. Sabinas"
Coahuila,San Pedro,Coahuila,CLIST000111,Clinica Hospital,San Pedro de las Colonias,Segundo Nivel,Propia,25.7536,-102.9961,Calle,Granados Y Nogal,S/N,Fraccionamiento,La Quinta,27847,"Calle Granados Y Nogal S/N, Fraccionamiento La Quinta, San Pedro, Coahuila, CP. 27847",CH San Pedro de las Colonias
Coahuila,Francisco I. Madero,Coahuila,CLIST000041,Unidad de Medicina Familiar,Francisco I. Madero,Primer Nivel,Propia,25.7688,-103.2774,Avenida,Adolfo López Mateos,S/N,Colonia,Nuevo Linares,27900,"Avenida Adolfo López Mateos S/N, Colonia Nuevo Linares, Francisco I. Madero, Coahuila, CP. 27900",UMF Francisco I. Madero
Coahuila,Torreón,Coahuila,CLIST000140,Clínica de Medicina Familiar con Especialidades y Quirófano,Torreón,Segundo Nivel,Propia,25.5268,-103.4016,Calle,Mar,S/N,Colonia,Torreon Residencial,27268,"Calle Mar S/N, Colonia Torreon Residencial, Torreón, Coahuila, CP. 27268",CMFEQ Torreón
Coahuila,Matamoros,Coahuila,CLIST000053,Unidad de Medicina Familiar,Matamoros,Primer Nivel,En Proceso de Regularización,25.5285,-103.234,Calle,Guillermo Prieto,S/N,Colonia,Centro,27440,"Calle Guillermo Prieto S/N, Colonia Centro, Matamoros, Coahuila, CP. 27440",UMF Matamoros
Coahuila,Saltillo,Coahuila,CLIST000333,Hospital General,Saltillo,Segundo Nivel,Propia,25.4101,-100.9593,Boulevard,Carlos Abedrop,S/N,Colonia,Centro Metropolitano,25022,"Boulevard Carlos Abedrop S/N, Colonia Centro Metropolitano, Saltillo, Coahuila, CP. 25022",HG Saltillo
