Entidad,Municipio,Subdelegacion,Clues,Tipo,Nombre,Nivel,Situacion,Latitud,Longitud,Tipo Vialidad,Vialidad,Numero,Tipo Asentamiento,Asentamiento,CP,Direccion Completa,Nombre Completo
Michoacán,Los Reyes,Michoacán,MNIST000173,Unidad de Medicina Familiar,Los Reyes de Salgado,Primer Nivel,Propia,19.5891,-102.4612,Avenida,Cuitzeo Esquina Charapan,S/N,Colonia,Purembe,60364,"Avenida Cuitzeo Esquina Charapan S/N, Colonia Purembe, Los Reyes, Michoacán, CP. 60364",UMF Los Reyes de Salgado
Michoacán,Purépero,Michoacán,MNIST000482,Consultorio de Atención Familiar,Purépero,Primer Nivel,Subrogada,19.9113,-102.0058,Calle,Javier Mina,S/N,Colonia,Centro,58760,"Calle Javier Mina S/N, Colonia Centro, Purépero, Michoacán, CP. 58760",CAF Purépero
Michoacán,Tangancícuaro,Michoacán,MNIST000523,Consultorio de Atención Familiar,Tangancícuaro de Arista,Primer Nivel,Subrogada,19.89,-102.2073,Calle,Ramon Silva,S/N,Colonia,Centro,59750,"Calle Ramon Silva S/N, Colonia Centro, Tangancícuaro, Michoacán, CP. 59750",CAF Tangancícuaro de Arista
Michoacán,Vista Hermosa,Michoacán,MNIST000634,Consultorio de Atención Familiar,Vista Hermosa de Negrete,Primer Nivel,Subrogada,20.274,-102.475,Calle,Vazco De Quiroga,S/N,Colonia,Centro,58728,"Calle Vazco De Quiroga S/N, Colonia Centro, Vista Hermosa, Michoacán, CP. 58728",CAF Vista Hermosa de Negrete
Michoacán,Pátzcuaro,Michoacán,MNIST000144,Clinica Hospital,Pátzcuaro,Segundo Nivel,Propia,19.504,-101.6206,Calle,Antonio Arriaga,S/N,Fraccionamiento,La Ilusión,61605,"Calle Antonio Arriaga S/N, Fraccionamiento La Ilusión, Pátzcuaro, Michoacán, CP. 61605",CH Pátzcuaro
Michoacán,Churumuco,Michoacán,MNIST000342,Consultorio de Atención Familiar,Churumuco de Morelos,Primer Nivel,Subrogada,18.6633,-101.644,Calle,Ixtapatongo,S/N,Colonia,Centro,61880,"Calle Ixtapatongo S/N, Colonia Centro, Churumuco, Michoacán, CP. 61880",CAF Churumuco de Morelos
Michoacán,Quiroga,Michoacán,MNIST000506,Consultorio de Atención Familiar,Quiroga,Primer Nivel,Subrogada,19.6697,-101.5285,Calle,Hidalgo,S/N,Colonia,Centro,58420,"Calle Hidalgo S/N, Colonia Centro, Quiroga, Michoacán, CP. 58420",CAF Quiroga
Michoacán,Turicato,Michoacán,MNIST000593,Consultorio de Atención Familiar,Puruarán,Primer Nivel,Subrogada,19.0995,-101.5213,Calle,Mártires Agraristas,S/N,Colonia, Hermanos Flores Magon,61820,"Calle Mártires Agraristas S/N, Colonia  Hermanos Flores Magon, Turicato, Michoacán, CP. 61820",CAF Puruarán
Michoacán,Salvador Escalante,Michoacán,MNIST000511,Consultorio de Atención Familiar,Villa Escalante (Santa Clara),Primer Nivel,Subrogada,19.4103,-101.634,Calle,Fragua,S/N,Colonia,El Artesano,61800,"Calle Fragua S/N, Colonia El Artesano, Salvador Escalante, Michoacán, CP. 61800",CAF Villa Escalante (Santa Clara)
Michoacán,Tacámbaro,Michoacán,MNIST000190,Unidad de Medicina Familiar,Tacámbaro de Codallos,Primer Nivel,Propia,19.2338,-101.4539,Calle,Pino Suarez,S/N,Colonia,Centro,61650,"Calle Pino Suarez S/N, Colonia Centro, Tacámbaro, Michoacán, CP. 61650",UMF Tacámbaro de Codallos
Michoacán,Ario,Michoacán,MNIST000021,Unidad de Medicina Familiar,Ario de Rosales,Primer Nivel,Propia,19.2151,-101.7018,Carretera,Patzcuaro-Río De Rosales,S/N,Colonia,Los Fresnos,61830,"Carretera Patzcuaro-Río De Rosales S/N, Colonia Los Fresnos, Ario, Michoacán, CP. 61830",UMF Ario de Rosales
Michoacán,Sahuayo,Michoacán,MNIST000185,Clinica Hospital,Sahuayo,Segundo Nivel,Propia,20.0507,-102.7174,Boulevard,Lázaro Cárdenas ,S/N,Colonia,Noria De Montes,59033,"Boulevard Lázaro Cárdenas  S/N, Colonia Noria De Montes, Sahuayo, Michoacán, CP. 59033",CH Sahuayo
Michoacán,Jiquilpan,Michoacán,MNIST000086,Unidad de Medicina Familiar,Jiquilpan de Juárez,Primer Nivel,En Proceso de Regularización,19.998,-102.7127,Calle,Altamirano,S/N,Colonia,La Selva,59510,"Calle Altamirano S/N, Colonia La Selva, Jiquilpan, Michoacán, CP. 59510",UMF Jiquilpan de Juárez
Michoacán,Pajacuarán,Michoacán,MNIST000453,Consultorio de Atención Familiar,Pajacuarán,Primer Nivel,Subrogada,19.9981,-102.7127,Calle,Jose Mora del Rio ,S/N,Colonia,Centro,59180,"Calle Jose Mora del Rio  S/N, Colonia Centro, Pajacuarán, Michoacán, CP. 59180",CAF Pajacuarán
Michoacán,Marcos Castellanos,Michoacán,MNIST000412,Consultorio de Atención Familiar,San José de Gracia,Primer Nivel,Subrogada,19.9897,-103.0194,Calle,Morelos,S/N,Colonia,Centro,59500,"Calle Morelos S/N, Colonia Centro, Marcos Castellanos, Michoacán, CP. 59500",CAF San José de Gracia
Michoacán,Venustiano Carranza,Michoacán,MNIST000622,Consultorio de Atención Familiar,Venustiano Carranza,Primer Nivel,Subrogada,20.1136,-102.6541,Calle,2 De Abril ,S/N,Colonia,Centro,59160,"Calle 2 De Abril  S/N, Colonia Centro, Venustiano Carranza, Michoacán, CP. 59160",CAF Venustiano Carranza
Michoacán,Lázaro Cárdenas,Michoacán,MNIST000103,Clinica Hospital,"R. Flores Magón, Lázaro Cárdenas",Segundo Nivel,Propia,17.96,-102.2047,Calle,Morelos,S/N,Colonia,Sector De Fidelac,60950,"Calle Morelos S/N, Colonia Sector De Fidelac, Lázaro Cárdenas, Michoacán, CP. 60950","CH R. Flores Magón, Lázaro Cárdenas"
Michoacán,Arteaga,Michoacán,MNIST000033,Unidad de Medicina Familiar,Arteaga,Primer Nivel,Propia,18.3563,-102.2855,Calle,Emiliano Zapata,S/N,Colonia,La Castañeda,60920,"Calle Emiliano Zapata S/N, Colonia La Castañeda, Arteaga, Michoacán, CP. 60920",UMF Arteaga
Michoacán,Lázaro Cárdenas,Michoacán,MNIST000115,Unidad de Medicina Familiar,El Ranchito,Primer Nivel,Propia,18.7024,-103.6642,Avenida,Rayón,S/N,Colonia,Centro,60800,"Avenida Rayón S/N, Colonia Centro, Lázaro Cárdenas, Michoacán, CP. 60800",UMF El Ranchito
Michoacán,Zacapu,Michoacán,MNIST000214,Clinica Hospital,Zacapu,Segundo Nivel,Propia,19.8099,-101.7947,Avenida,Universidad,S/N,Colonia,Miguel Ángel,58660,"Avenida Universidad S/N, Colonia Miguel Ángel, Zacapu, Michoacán, CP. 58660",CH Zacapu
Michoacán,Coeneo,Michoacán,MNIST000301,Consultorio de Atención Familiar,Coeneo de la Libertad,Primer Nivel,Subrogada,19.8174,-101.5867,Avenida,Morelos,S/N,Colonia,Centro,58400,"Avenida Morelos S/N, Colonia Centro, Coeneo, Michoacán, CP. 58400",CAF Coeneo de la Libertad
Michoacán,Huaniqueo,Michoacán,MNIST000383,Consultorio de Atención Familiar,Huaniqueo,Primer Nivel,Subrogada,19.899,-101.5039,Avenida,Morelos ,S/N,Colonia,Huaniqueo ,58360,"Avenida Morelos  S/N, Colonia Huaniqueo , Huaniqueo, Michoacán, CP. 58360",CAF Huaniqueo
Michoacán,Morelia,Michoacán,MNIST000424,Clínica de Medicina Familiar,Morelia,Primer Nivel,Propia,19.7278,-101.1805,Calle,Trabajadores De La Agricultura,S/N,Colonia,FOVISSSTE Morelos,58120,"Calle Trabajadores De La Agricultura S/N, Colonia FOVISSSTE Morelos, Morelia, Michoacán, CP. 58120",CMF Morelia
Michoacán,Contepec,Michoacán,MNIST000313,Consultorio de Atención Familiar,Contepec,Primer Nivel,Subrogada,19.8921,-100.4416,Avenida,Juarez,S/N,Colonia,Centro,61020,"Avenida Juarez S/N, Colonia Centro, Contepec, Michoacán, CP. 61020",CAF Contepec
Michoacán,Maravatío,Michoacán,MNIST000091,Unidad de Medicina Familiar,Maravatío de Ocampo,Primer Nivel,Propia,19.9015,-100.4464,Calle,El Roble,S/N,Colonia,FOVISSSTE,61254,"Calle El Roble S/N, Colonia FOVISSSTE, Maravatío, Michoacán, CP. 61254",UMF Maravatío de Ocampo
Michoacán,Puruándiro,Michoacán,MNIST000161,Unidad de Medicina Familiar,Puruándiro,Primer Nivel,Propia,20.0906,-101.5062,Calle,Arquimides,S/N,Fraccionamiento,Vista Bella,58500,"Calle Arquimides S/N, Fraccionamiento Vista Bella, Puruándiro, Michoacán, CP. 58500",UMF Puruándiro
Michoacán,Queréndaro,Michoacán,MNIST000494,Consultorio de Atención Familiar,Queréndaro,Primer Nivel,Subrogada,19.8106,-100.885,Calle,Juarez,S/N,Colonia,Centro,58980,"Calle Juarez S/N, Colonia Centro, Queréndaro, Michoacán, CP. 58980",CAF Queréndaro
Michoacán,Tlalpujahua,Michoacán,MNIST000576,Consultorio de Atención Familiar,Tlalpujahua,Primer Nivel,Subrogada,19.8045,-100.1736,Calle,Morelos,S/N,Colonia,Centro,61060,"Calle Morelos S/N, Colonia Centro, Tlalpujahua, Michoacán, CP. 61060",CAF Tlalpujahua
Michoacán,Morelos,Michoacán,MNIST000436,Consultorio de Atención Familiar,Villa Morelos,Primer Nivel,Subrogada,20.0037,-101.4109,Calle,Luis Galicia,S/N,Colonia,Centro,58800,"Calle Luis Galicia S/N, Colonia Centro, Morelos, Michoacán, CP. 58800",CAF Villa Morelos
Michoacán,Zinapécuaro,Michoacán,MNIST000663,Consultorio de Atención Familiar,Zinapécuaro de Figueroa,Primer Nivel,Subrogada,19.8597,-100.8255,Avenida,Hidalgo,S/N,Colonia,Centro,58930,"Avenida Hidalgo S/N, Colonia Centro, Zinapécuaro, Michoacán, CP. 58930",CAF Zinapécuaro de Figueroa
Michoacán,Epitacio Huerta,Michoacán,MNIST000354,Consultorio de Atención Familiar,Epitacio Huerta,Primer Nivel,Subrogada,20.1345,-100.296,Calle,Hidalgo,S/N,Colonia,Centro,61000,"Calle Hidalgo S/N, Colonia Centro, Epitacio Huerta, Michoacán, CP. 61000",CAF Epitacio Huerta
Michoacán,Huandacareo,Michoacán,MNIST000371,Consultorio de Atención Familiar,Huandacareo,Primer Nivel,Subrogada,19.9917,-101.2763,Calle,5 De Mayo,S/N,Colonia,Centro,58820,"Calle 5 De Mayo S/N, Colonia Centro, Huandacareo, Michoacán, CP. 58820",CAF Huandacareo
Michoacán,Acuitzio,Michoacán,PENDIENTE,Consultorio de Atención Familiar,Acuitzio,Primer Nivel,Subrogada,19.4992,-101.3363,Calle,del Panteón,S/N,Colonia,Centro,58460,"Calle del Panteón S/N, Colonia Centro, Acuitzio, Michoacán, CP. 58460",CAF Acuitzio
Michoacán,Cuitzeo,Michoacán,PENDIENTE,Consultorio de Atención Familiar,Cuitzeo,Primer Nivel,Subrogada,19.9652,-101.1403,Calle,José María Morelos Sur,49,Barrio,El Calvario,58840,"Calle José María Morelos Sur 49, Barrio El Calvario, Cuitzeo, Michoacán, CP. 58840",CAF Cuitzeo
Michoacán,Morelia,Michoacán,PENDIENTE,Consultorio Médico en Centro de Trabajo,Secretaría de Educación Pública,Primer Nivel,Convenio,19.6856,-101.2332,Avenida,Siervo De La Nación,1204,Colonia,Sentimientos De La Nación,58178,"Avenida Siervo De La Nación 1204, Colonia Sentimientos De La Nación, Morelia, Michoacán, CP. 58178",CMCT Secretaría de Educación Pública
Morelos,Cuernavaca,Morelos,PENDIENTE,Hospital General,Dr. Carlos Calero Elorduy,Segundo Nivel,Propia,18.9295,-99.2405,Avenida,Álvaro Obregón,335,Colonia,Centro,62000,"Avenida Álvaro Obregón 335, Colonia Centro, Cuernavaca, Morelos, CP. 62000",HG Dr. Carlos Calero Elorduy
Morelos,Cuautla,Morelos,MSIST000025,Clinica Hospital,"Dr. Rafael Barba Ocampo, Cuautla",Segundo Nivel,Propia,18.8138,-98.9475,Calle,Intrepidos De Asturias Y Lobera,S/N,Colonia,Centro,62740,"Calle Intrepidos De Asturias Y Lobera S/N, Colonia Centro, Cuautla, Morelos, CP. 62740","CH Dr. Rafael Barba Ocampo, Cuautla"
Morelos,Jonacatepec de Leandro Valle,Morelos,MSIST000071,Unidad de Medicina Familiar,Jonacatepec,Primer Nivel,Propia,18.6807,-98.8034,Calle,Hidalgo,S/N,Colonia,Centro,62930,"Calle Hidalgo S/N, Colonia Centro, Jonacatepec de Leandro Valle, Morelos, CP. 62930",UMF Jonacatepec
Morelos,Tepalcingo,Morelos,MSIST000211,Consultorio de Atención Familiar,Tepalcingo,Primer Nivel,Rentada,18.5981,-98.8482,Avenida,Niño Artillero No.13 Col Guadalupe Tepalcingo C.P. 62920,S/N,Barrio,De Guadalupe,62920,"Avenida Niño Artillero No.13 Col Guadalupe Tepalcingo C.P. 62920 S/N, Barrio De Guadalupe, Tepalcingo, Morelos, CP. 62920",CAF Tepalcingo
Morelos,Tlayacapan,Morelos,MSIST000252,Consultorio de Atención Familiar,Tlayacapan,Primer Nivel,Subrogada,18.9562,-98.9802,Carretera, Oaxtepec-Xochimilco,S/N,Colonia,Texalo,62540,"Carretera  Oaxtepec-Xochimilco S/N, Colonia Texalo, Tlayacapan, Morelos, CP. 62540",CAF Tlayacapan
Morelos,Ayala,Morelos,MSIST000141,Consultorio de Atención Familiar,Cd. Ayala,Primer Nivel,Rentada,18.7673,-98.9817,Calle,Pablo Torres Burgos,S/N,Colonia,Centro,62700,"Calle Pablo Torres Burgos S/N, Colonia Centro, Ayala, Morelos, CP. 62700",CAF Cd. Ayala
Morelos,Yautepec,Morelos,MSIST000112,Unidad de Medicina Familiar,Yautepec,Primer Nivel,Propia,18.8727,-99.0771,Calle,Tlahuica,S/N,Colonia,Las Paracas,62730,"Calle Tlahuica S/N, Colonia Las Paracas, Yautepec, Morelos, CP. 62730",UMF Yautepec
Morelos,Yecapixtla,Morelos,MSIST000276,Unidad de Medicina Familiar,Yecapixtla,Primer Nivel,Propia,18.8935,-98.863,Carretera, Yecapixtla-Achichipico,S/N,Colonia,Aquiles Serdan,62823,"Carretera  Yecapixtla-Achichipico S/N, Colonia Aquiles Serdan, Yecapixtla, Morelos, CP. 62823",UMF Yecapixtla
Morelos,Zacualpan de Amilpas,Morelos,MSIST000281,Consultorio de Atención Familiar,Zacualpan de Amilpas,Primer Nivel,Rentada,18.7946,-98.7664,Carretera, Cuautla-Tlacotepec,S/N,Barrio,De San Nicolas,62890,"Carretera  Cuautla-Tlacotepec S/N, Barrio De San Nicolas, Zacualpan de Amilpas, Morelos, CP. 62890",CAF Zacualpan de Amilpas
Morelos,Tetela del Volcán,Morelos,MSIST000235,Consultorio de Atención Familiar,Tetela del Volcán,Primer Nivel,Convenio,18.8931,-98.7333,Calle,Calvario,S/N,Barrio,De Santiago,62800,"Calle Calvario S/N, Barrio De Santiago, Tetela del Volcán, Morelos, CP. 62800",CAF Tetela del Volcán
Morelos,Axochiapan,Morelos,MSIST000136,Consultorio de Atención Familiar,Axochiapan,Primer Nivel,Rentada,18.5022,-98.7539,Calle,Galeana,S/N,Colonia,Centro,62950,"Calle Galeana S/N, Colonia Centro, Axochiapan, Morelos, CP. 62950",CAF Axochiapan
Morelos,Atlatlahucan,Morelos,MSIST000310,Consultorio de Atención Familiar,Atlatlahucan,Primer Nivel,Convenio,18.9338,-98.9009,Calle,Galeana,S/N,Barrio,Santa Ana,62840,"Calle Galeana S/N, Barrio Santa Ana, Atlatlahucan, Morelos, CP. 62840",CAF Atlatlahucan
Morelos,Ocuituco,Morelos,MSIST000322,Consultorio de Atención Familiar,Ocuituco,Primer Nivel,Convenio,18.8804,-98.7835,Calle,Encino,S/N,Barrio,San Nicolas,62850,"Calle Encino S/N, Barrio San Nicolas, Ocuituco, Morelos, CP. 62850",CAF Ocuituco
Morelos,Cuernavaca,Morelos,PENDIENTE,Clínica de Medicina Familiar,Cuernavaca,Primer Nivel,Propia,18.9295,-99.2407,Avenida,Álvaro Obregón,335,Colonia,Centro,62000,"Avenida Álvaro Obregón 335, Colonia Centro, Cuernavaca, Morelos, CP. 62000",CMF Cuernavaca
Morelos,Emiliano Zapata,Morelos,MSIST000165,Consultorio de Atención Familiar,Emiliano Zapata,Primer Nivel,Rentada,18.8445,-99.1815,Calle,No Reelección,S/N,Colonia,Centro,62760,"Calle No Reelección S/N, Colonia Centro, Emiliano Zapata, Morelos, CP. 62760",CAF Emiliano Zapata
Morelos,Jiutepec,Morelos,MSIST000182,Consultorio de Atención Familiar,Jiutepec,Primer Nivel,Rentada,18.8828,-99.1757,Calle,5 De Mayo,S/N,Colonia,Centro,62550,"Calle 5 De Mayo S/N, Colonia Centro, Jiutepec, Morelos, CP. 62550",CAF Jiutepec
Morelos,Puente de Ixtla,Morelos,MSIST000194,Consultorio de Atención Familiar,Puente de Ixtla,Primer Nivel,Rentada,18.6141,-99.3141,Calle,Sor Juana Inés De La Cruz,S/N,Colonia,Jardines De La Herradura,62660,"Calle Sor Juana Inés De La Cruz S/N, Colonia Jardines De La Herradura, Puente de Ixtla, Morelos, CP. 62660",CAF Puente de Ixtla
Morelos,Cuernavaca,Morelos,MSIST000153,Consultorio Médico en Centro de Trabajo,SEP,Primer Nivel,Convenio,18.9486,-99.2229,Calle,Nueva China,S/N,Colonia,Lomas De Cortes,62240,"Calle Nueva China S/N, Colonia Lomas De Cortes, Cuernavaca, Morelos, CP. 62240",CMCT SEP
Morelos,Temixco,Morelos,MSIST000083,Unidad de Medicina Familiar,Temixco,Primer Nivel,Propia,18.8379,-99.2368,Calle,Grito De Dolores ,S/N,Colonia,Villa De Las Flores,62595,"Calle Grito De Dolores  S/N, Colonia Villa De Las Flores, Temixco, Morelos, CP. 62595",UMF Temixco
Morelos,Tepoztlán,Morelos,MSIST000223,Consultorio de Atención Familiar,Tepoztlán,Primer Nivel,Rentada,18.9888,-99.1068,Calle,Galeana,S/N,Barrio,Los Reyes,62520,"Calle Galeana S/N, Barrio Los Reyes, Tepoztlán, Morelos, CP. 62520",CAF Tepoztlán
Morelos,Tetecala,Morelos,MSIST000095,Unidad de Medicina Familiar,Tetecala,Primer Nivel,Propia,18.7305,-99.3925,Calle,Francisco I. Madero,S/N,Colonia,Centro,62620,"Calle Francisco I. Madero S/N, Colonia Centro, Tetecala, Morelos, CP. 62620",UMF Tetecala
Morelos,Huitzilac,Morelos,MSIST000170,Consultorio de Atención Familiar,Tres Marías,Primer Nivel,Rentada,19.0557,-99.2397,Calle,Matamoros,S/N,Colonia,La Estación,62515,"Calle Matamoros S/N, Colonia La Estación, Huitzilac, Morelos, CP. 62515",CAF Tres Marías
Morelos,Xochitepec,Morelos,MSIST000264,Consultorio de Atención Familiar,Xochitepec,Primer Nivel,Convenio,18.7862,-99.2303,Calle,Los Cuevas,S/N,Colonia,Centro,62790,"Calle Los Cuevas S/N, Colonia Centro, Xochitepec, Morelos, CP. 62790",CAF Xochitepec
Morelos,Jojutla,Morelos,MSIST000054,Clínica de Medicina Familiar con Especialidades y Quirófano,Jojutla de Juárez,Segundo Nivel,Propia,18.6112,-99.1771,Calle,Nicolás Bravo,S/N,Fraccionamiento,Reforma Jojutla,62900,"Calle Nicolás Bravo S/N, Fraccionamiento Reforma Jojutla, Jojutla, Morelos, CP. 62900",CMFEQ Jojutla de Juárez
Morelos,Amacuzac,Morelos,MSIST000013,Unidad de Medicina Familiar,Amacuzac,Primer Nivel,Propia,18.5984,-99.365,Calle,Benito Juárez,S/N,Colonia,Benito Juárez ,62640,"Calle Benito Juárez S/N, Colonia Benito Juárez , Amacuzac, Morelos, CP. 62640",UMF Amacuzac
Morelos,Tlaquiltenango,Morelos,MSIST000100,Unidad de Medicina Familiar,Tlaquiltenango,Primer Nivel,Propia,18.6378,-99.1643,Calle,20 De Noviembre,S/N,Colonia,Centro,62980,"Calle 20 De Noviembre S/N, Colonia Centro, Tlaquiltenango, Morelos, CP. 62980",UMF Tlaquiltenango
Morelos,Tlaltizapán de Zapata,Morelos,MSIST000240,Consultorio de Atención Familiar,Tlaltizapán,Primer Nivel,Rentada,18.6853,-99.1169,Calle,5 De Febrero,S/N,Colonia,Centro,62780,"Calle 5 De Febrero S/N, Colonia Centro, Tlaltizapán de Zapata, Morelos, CP. 62780",CAF Tlaltizapán
Morelos,Puente de Ixtla,Morelos,MSIST000206,Consultorio de Atención Familiar,Xoxocotla,Primer Nivel,Rentada,18.683,-99.2428,Calle,José María Morelos Y Pavón,S/N,Colonia,Centro,62680,"Calle José María Morelos Y Pavón S/N, Colonia Centro, Puente de Ixtla, Morelos, CP. 62680",CAF Xoxocotla
Morelos,Zacatepec,Morelos,MSIST000124,Unidad de Medicina Familiar,Zacatepec,Primer Nivel,Propia,18.6554,-99.1906,Calle,Sanalona ,S/N,Colonia,Centro,62780,"Calle Sanalona  S/N, Colonia Centro, Zacatepec, Morelos, CP. 62780",UMF Zacatepec
Nayarit,Tepic,Nayarit,NTIST000260,Hospital General,Tepic,Segundo Nivel,App,21.5135,-104.8143,Calle,Dr. Ignacio Cuesta Barrios,S/N,Ejido,La Cantera,63506,"Calle Dr. Ignacio Cuesta Barrios S/N, Ejido La Cantera, Tepic, Nayarit, CP. 63506",HG Tepic
Nayarit,Acaponeta,Nayarit,NTIST000016,Clínica de Medicina Familiar,Acaponeta,Primer Nivel,Propia,22.4937,-105.3653,Calle,Matamoros Pte,S/N,Colonia,Centro,63430,"Calle Matamoros Pte S/N, Colonia Centro, Acaponeta, Nayarit, CP. 63430",CMF Acaponeta
Nayarit,Tecuala,Nayarit,NTIST000231,Consultorio de Atención Familiar,San Felipe Aztatán,Primer Nivel,Subrogada,22.3815,-105.418,Calle,Venustiano Carranza,S/N,Colonia,Centro,63450,"Calle Venustiano Carranza S/N, Colonia Centro, Tecuala, Nayarit, CP. 63450",CAF San Felipe Aztatán
Nayarit,Rosamorada,Nayarit,NTIST000086,Unidad de Medicina Familiar,Rosamorada,Primer Nivel,Propia,22.1201,-105.2049,Calle,Hidalgo Y Sonora,S/N,Colonia,Centro,63630,"Calle Hidalgo Y Sonora S/N, Colonia Centro, Rosamorada, Nayarit, CP. 63630",UMF Rosamorada
Nayarit,Ruíz,Nayarit,NTIST000173,Consultorio de Atención Familiar,Ruíz,Primer Nivel,Subrogada,21.954,-105.1452,Calle,Emiliano Zapata,S/N,Colonia,Centro,63600,"Calle Emiliano Zapata S/N, Colonia Centro, Ruíz, Nayarit, CP. 63600",CAF Ruíz
Nayarit,Tecuala,Nayarit,NTIST000115,Unidad de Medicina Familiar,Tecuala,Primer Nivel,Propia,22.3938,-105.4632,Calle,Durango Y Zaragoza,S/N,Colonia,Centro,63440,"Calle Durango Y Zaragoza S/N, Colonia Centro, Tecuala, Nayarit, CP. 63440",UMF Tecuala
Nayarit,Tuxpan,Nayarit,NTIST000132,Unidad de Medicina Familiar,Tuxpan,Primer Nivel,Propia,21.9411,-105.286,Calle,Independencia,S/N,Colonia,Emiliano Zapata,63203,"Calle Independencia S/N, Colonia Emiliano Zapata, Tuxpan, Nayarit, CP. 63203",UMF Tuxpan
Nayarit,Huajicori,Nayarit,NTIST000161,Consultorio de Atención Familiar,Huajicori,Primer Nivel,Subrogada,22.6376,-105.32,Calle,Prisciliano Sanchez,S/N,Colonia,Centro,63480,"Calle Prisciliano Sanchez S/N, Colonia Centro, Huajicori, Nayarit, CP. 63480",CAF Huajicori
Nayarit,Tepic,Nayarit,NTIST000243,Clínica de Medicina Familiar,"Dr. Joaquín Cánovas Puchades,Tepic",Primer Nivel,Propia,21.5178,-104.9158,Calle,Andador Santa Cruz,S/N,Colonia,Unidad FOVISSSTE,63110,"Calle Andador Santa Cruz S/N, Colonia Unidad FOVISSSTE, Tepic, Nayarit, CP. 63110","CMF Dr. Joaquín Cánovas Puchades,Tepic"
Nayarit,Ahuacatlán,Nayarit,NTIST000021,Unidad de Medicina Familiar,Ahuacatlán,Primer Nivel,Propia,21.2299,-104.9033,Calle,Ferrocarril,S/N,Barrio,La Otra Banda,63900,"Calle Ferrocarril S/N, Barrio La Otra Banda, Ahuacatlán, Nayarit, CP. 63900",UMF Ahuacatlán
Nayarit,Amatlán de Cañas,Nayarit,NTIST000156,Consultorio de Atención Familiar,Amatlán de Cañas,Primer Nivel,Subrogada,20.8078,-104.4062,Calle,Francisco I. Madero,S/N,Colonia,Centro,63960,"Calle Francisco I. Madero S/N, Colonia Centro, Amatlán de Cañas, Nayarit, CP. 63960",CAF Amatlán de Cañas
Nayarit,Compostela,Nayarit,NTIST000033,Unidad de Medicina Familiar,Compostela,Primer Nivel,Propia,21.2299,-104.9033,Calle,Campo Estrella,S/N,Colonia,Librado Rivera,63704,"Calle Campo Estrella S/N, Colonia Librado Rivera, Compostela, Nayarit, CP. 63704",UMF Compostela
Nayarit,Ixtlán del Río,Nayarit,NTIST000062,Unidad de Medicina Familiar,Ixtlán del Río,Primer Nivel,Propia,21.0414,-104.3712,Calle,Juan De Dios Peza,S/N,Colonia,Everardo Peña Navarro,63959,"Calle Juan De Dios Peza S/N, Colonia Everardo Peña Navarro, Ixtlán del Río, Nayarit, CP. 63959",UMF Ixtlán del Río
Nayarit,Compostela,Nayarit,NTIST000050,Unidad de Medicina Familiar,Las Varas,Primer Nivel,Propia,21.1777,-105.1415,Calle,Hidalgo Y Michoacán,S/N,Colonia,San José,63715,"Calle Hidalgo Y Michoacán S/N, Colonia San José, Compostela, Nayarit, CP. 63715",UMF Las Varas
Nayarit,Jala,Nayarit,NTIST000074,Unidad de Medicina Familiar,Jala,Primer Nivel,Propia,21.1005,-104.4348,Calle,Veracruz,S/N,Colonia,Independencia,63880,"Calle Veracruz S/N, Colonia Independencia, Jala, Nayarit, CP. 63880",UMF Jala
Nayarit,San Blas,Nayarit,NTIST000202,Consultorio de Atención Familiar,San Blas,Primer Nivel,Subrogada,21.5431,-105.286,Calle,Vicente Guerrero,S/N,Colonia,Higuera Y La Vaca,63740,"Calle Vicente Guerrero S/N, Colonia Higuera Y La Vaca, San Blas, Nayarit, CP. 63740",CAF San Blas
Nayarit,Compostela,Nayarit,NTIST000045,Unidad de Medicina Familiar,Peñita de Jaltemba,Primer Nivel,Propia,21.0373,-105.2483,Calle,Bahia De Guaymas,S/N,Colonia,Cedros,63726,"Calle Bahia De Guaymas S/N, Colonia Cedros, Compostela, Nayarit, CP. 63726",UMF Peñita de Jaltemba
Nayarit,Bahía de Banderas,Nayarit,NTIST000144,Unidad de Medicina Familiar,San Juan de Abajo,Primer Nivel,Propia,20.8187,-105.1883,Calle,Ing. J.J. Casas,S/N,Colonia,Tierra Blanca,63730,"Calle Ing. J.J. Casas S/N, Colonia Tierra Blanca, Bahía de Banderas, Nayarit, CP. 63730",UMF San Juan de Abajo
Nayarit,Santa María del Oro,Nayarit,NTIST000226,Consultorio de Atención Familiar,Santa María del Oro,Primer Nivel,Subrogada,21.3329,-104.5846,Calle,Ebedul Y Donato Guerra,S/N,Colonia,Linda Vista,63830,"Calle Ebedul Y Donato Guerra S/N, Colonia Linda Vista, Santa María del Oro, Nayarit, CP. 63830",CAF Santa María del Oro
Nayarit,Santiago Ixcuintla,Nayarit,NTIST000091,Unidad de Medicina Familiar,Santiago Ixcuintla,Primer Nivel,Propia,21.815,-105.2042,Avenida,Mexico Nte,S/N,Colonia,Amado Nervo,63312,"Avenida Mexico Nte S/N, Colonia Amado Nervo, Santiago Ixcuintla, Nayarit, CP. 63312",UMF Santiago Ixcuintla
